Discount Rate,CAPEX ($/kW),Capacity Factor (%),Economic Life (Years),Capital Recovery Factor,Fixed O&M Cost Fraction,Variable O&M Cost ($/MWh),LCOE ($/MWh),Technology
0.0007000000000000001,2350.0,30,30,0.0805864035111112,0.0269,0,96.116076199053,WOF-357
0.0007000000000000001,2350.0,35,25,0.08581051722066561,0.0269,0,86.38933968315857,WOF-357
0.0007000000000000001,2350.0,35,30,0.0805864035111112,0.0269,0,82.38520817061686,WOF-357
0.0005,5246.086261883446,30,25,0.07095245729922962,0.0269,0,195.33578079491056,WOF-357
0.0005,5246.086261883446,30,30,0.06505143508027658,0.0269,0,183.55599708337388,WOF-357
0.0005,5246.086261883446,35,25,0.07095245729922962,0.0269,0,167.4306692527805,WOF-357
0.0005,5246.086261883446,35,30,0.06505143508027658,0.0269,0,157.33371178574907,WOF-357
0.0005,5246.086261883446,45,25,0.07095245729922962,0.0269,0,130.22385386327372,WOF-357
0.0005,5246.086261883446,45,30,0.06505143508027658,0.0269,0,122.37066472224927,WOF-357
0.0005,3798.043130941723,25,25,0.07095245729922962,0.0269,0,169.70221611466087,WOF-357
0.0005,3798.043130941723,25,30,0.06505143508027658,0.0269,0,159.4682723227755,WOF-357
0.0005,3798.043130941723,30,25,0.07095245729922962,0.0269,0,141.41851342888404,WOF-357
0.0005,3798.043130941723,30,30,0.06505143508027658,0.0269,0,132.89022693564624,WOF-357
0.0005,3798.043130941723,35,25,0.07095245729922962,0.0269,0,121.2158686533292,WOF-357
0.0005,3798.043130941723,35,30,0.06505143508027658,0.0269,0,113.90590880198249,WOF-357
0.0005,2350.0,25,25,0.07095245729922962,0.0269,0,105.00149527542904,WOF-357
0.0005,2350.0,25,30,0.06505143508027658,0.0269,0,98.66934814550227,WOF-357
0.0005,2350.0,30,25,0.07095245729922962,0.0269,0,87.50124606285753,WOF-357
0.0005,2350.0,30,30,0.06505143508027658,0.0269,0,82.22445678791856,WOF-357
0.0005,2350.0,35,25,0.07095245729922962,0.0269,0,75.00106805387789,WOF-357
0.0005,2350.0,35,30,0.06505143508027658,0.0269,0,70.47810581821591,WOF-357
0.0003,5246.086261883446,30,25,0.05742787103912782,0.0269,0,168.33762775960705,WOF-357
0.0003,5246.086261883446,30,30,0.0510192593202526,0.0269,0,155.54457985392344,WOF-357
0.0003,5246.086261883446,35,25,0.05742787103912782,0.0269,0,144.28939522252034,WOF-357
0.0003,5246.086261883446,35,30,0.0510192593202526,0.0269,0,133.32392558907725,WOF-357
0.0003,5246.086261883446,45,25,0.05742787103912782,0.0269,0,112.22508517307139,WOF-357
0.0003,5246.086261883446,45,30,0.0510192593202526,0.0269,0,103.6963865692823,WOF-357
0.0003,3798.043130941723,25,25,0.05742787103912782,0.0269,0,146.24698235027347,WOF-357
0.0003,3798.043130941723,25,30,0.0510192593202526,0.0269,0,135.13274320974986,WOF-357
0.0003,3798.043130941723,30,25,0.05742787103912782,0.0269,0,121.87248529189455,WOF-357
0.0003,3798.043130941723,30,30,0.0510192593202526,0.0269,0,112.6106193414582,WOF-357
0.0003,3798.043130941723,35,25,0.05742787103912782,0.0269,0,104.46213025019533,WOF-357
0.0003,3798.043130941723,35,30,0.0510192593202526,0.0269,0,96.52338800696418,WOF-357
0.0003,2350.0,25,25,0.05742787103912782,0.0269,0,90.48881138901842,WOF-357
0.0003,2350.0,25,30,0.0510192593202526,0.0269,0,83.61199059479159,WOF-357
0.0003,2350.0,30,25,0.05742787103912782,0.0269,0,75.40734282418201,WOF-357
0.0003,2350.0,30,30,0.0510192593202526,0.0269,0,69.67665882899298,WOF-357
0.0003,2350.0,35,25,0.05742787103912782,0.0269,0,64.6348652778703,WOF-357
0.0003,2350.0,35,30,0.0510192593202526,0.0269,0,59.72285042485114,WOF-357
0.001,5246.086261883446,30,25,0.11016807219002084,0.022,0,263.8375600364109,WOF-4610
0.001,5246.086261883446,30,30,0.1060792482526339,0.022,0,255.67533664022147,WOF-4610
0.001,5246.086261883446,35,25,0.11016807219002084,0.022,0,226.14648003120936,WOF-4610
0.001,5246.086261883446,35,30,0.1060792482526339,0.022,0,219.1502885487613,WOF-4610
0.001,5246.086261883446,45,25,0.11016807219002084,0.022,0,175.89170669094062,WOF-4610
0.001,5246.086261883446,45,30,0.1060792482526339,0.022,0,170.45022442681434,WOF-4610
0.001,3798.043130941723,25,25,0.11016807219002084,0.022,0,229.21462954845592,WOF-4610
0.001,3798.043130941723,25,30,0.1060792482526339,0.022,0,222.12352011054605,WOF-4610
0.001,3798.043130941723,30,25,0.11016807219002084,0.022,0,191.01219129037992,WOF-4610
0.001,3798.043130941723,30,30,0.1060792482526339,0.022,0,185.10293342545503,WOF-4610
0.001,3798.043130941723,35,25,0.11016807219002084,0.022,0,163.72473539175422,WOF-4610
0.001,3798.043130941723,35,30,0.1060792482526339,0.022,0,158.6596572218186,WOF-4610
0.001,2350.0,25,25,0.11016807219002084,0.022,0,141.8241870532187,WOF-4610
0.001,2350.0,25,30,0.1060792482526339,0.022,0,137.43663625282633,WOF-4610
0.001,2350.0,30,25,0.11016807219002084,0.022,0,118.18682254434891,WOF-4610
0.001,2350.0,30,30,0.1060792482526339,0.022,0,114.5305302106886,WOF-4610
0.001,2350.0,35,25,0.11016807219002084,0.022,0,101.30299075229908,WOF-4610
0.001,2350.0,35,30,0.1060792482526339,0.022,0,98.16902589487594,WOF-4610
0.0006,5246.086261883446,30,25,0.07822671821227395,0.022,0,200.07534607575104,WOF-4610
0.0006,5246.086261883446,30,30,0.0726489114900472,0.022,0,188.9407740754029,WOF-4610
0.0006,5246.086261883446,35,25,0.07822671821227395,0.022,0,171.4931537792152,WOF-4610
0.0006,5246.086261883446,35,30,0.0726489114900472,0.022,0,161.94923492177395,WOF-4610
0.0006,5246.086261883446,45,25,0.07822671821227395,0.022,0,133.3835640505007,WOF-4610
0.0006,5246.086261883446,45,30,0.0726489114900472,0.022,0,125.96051605026862,WOF-4610
0.0006,3798.043130941723,25,25,0.07822671821227395,0.022,0,173.81981673194463,WOF-4610
0.0006,3798.043130941723,25,30,0.0726489114900472,0.022,0,164.14641467392005,WOF-4610
0.0006,3798.043130941723,30,25,0.07822671821227395,0.022,0,144.84984727662052,WOF-4610
0.0006,3798.043130941723,30,30,0.0726489114900472,0.022,0,136.78867889493335,WOF-4610
0.0006,3798.043130941723,35,25,0.07822671821227395,0.022,0,124.15701195138902,WOF-4610
0.0006,3798.043130941723,35,30,0.0726489114900472,0.022,0,117.24743905280005,WOF-4610
0.0006,2350.0,25,25,0.07822671821227395,0.022,0,107.54921817298802,WOF-4610
0.0006,2350.0,25,30,0.0726489114900472,0.022,0,101.5639004573566,WOF-4610
0.0006,2350.0,30,25,0.07822671821227395,0.022,0,89.62434847749002,WOF-4610
0.0006,2350.0,30,30,0.0726489114900472,0.022,0,84.63658371446382,WOF-4610
0.0006,2350.0,35,25,0.07822671821227395,0.022,0,76.82087012356288,WOF-4610
0.0006,2350.0,35,30,0.0726489114900472,0.022,0,72.54564318382614,WOF-4610
0.0004,5246.086261883446,30,25,0.06401196278645457,0.022,0,171.69945826927304,WOF-4610
0.0004,5246.086261883446,30,30,0.0578300991336613,0.022,0,159.35905112248633,WOF-4610
0.0004,5246.086261883446,35,25,0.06401196278645457,0.022,0,147.17096423080545,WOF-4610
0.0004,5246.086261883446,35,30,0.0578300991336613,0.022,0,136.59347239070257,WOF-4610
0.0004,5246.086261883446,45,25,0.06401196278645457,0.022,0,114.46630551284869,WOF-4610
0.0004,5246.086261883446,45,30,0.0578300991336613,0.022,0,106.23936741499091,WOF-4610
0.0004,3798.043130941723,25,25,0.06401196278645457,0.022,0,149.1676458629721,WOF-4610
0.0004,3798.043130941723,25,30,0.0578300991336613,0.022,0,138.44664824520504,WOF-4610
0.0004,3798.043130941723,30,25,0.06401196278645457,0.022,0,124.30637155247673,WOF-4610
0.0004,3798.043130941723,30,30,0.0578300991336613,0.022,0,115.3722068710042,WOF-4610
0.0004,3798.043130941723,35,25,0.06401196278645457,0.022,0,106.5483184735515,WOF-4610
0.0004,3798.043130941723,35,30,0.0578300991336613,0.022,0,98.89046303228932,WOF-4610
0.0004,2350.0,25,25,0.06401196278645457,0.022,0,92.29594180281654,WOF-4610
0.0004,2350.0,25,30,0.0578300991336613,0.022,0,85.66243514342649,WOF-4610
0.0004,2350.0,30,25,0.06401196278645457,0.022,0,76.91328483568044,WOF-4610
0.0004,2350.0,30,30,0.0578300991336613,0.022,0,71.38536261952207,WOF-4610
0.0004,2350.0,35,25,0.06401196278645457,0.022,0,65.92567271629753,WOF-4610
0.0004,2350.0,35,30,0.0578300991336613,0.022,0,61.18745367387607,WOF-4610
0.001,5246.086261883446,30,25,0.11016807219002084,0.0269,0,273.61907551709163,WOF-4610
0.001,5246.086261883446,30,30,0.1060792482526339,0.0269,0,265.45685212090217,WOF-4610
0.001,5246.086261883446,35,25,0.11016807219002084,0.0269,0,234.53063615750713,WOF-4610
0.001,5246.086261883446,35,30,0.1060792482526339,0.0269,0,227.53444467505904,WOF-4610
0.001,5246.086261883446,45,25,0.11016807219002084,0.0269,0,182.41271701139442,WOF-4610
0.001,5246.086261883446,45,30,0.1060792482526339,0.0269,0,176.97123474726814,WOF-4610
0.001,3798.043130941723,25,25,0.11016807219002084,0.0269,0,237.7125342706543,WOF-4610
0.001,3798.043130941723,25,30,0.1060792482526339,0.0269,0,230.62142483274445,WOF-4610
0.001,3798.043130941723,30,25,0.11016807219002084,0.0269,0,198.09377855887857,WOF-4610
0.001,3798.043130941723,30,30,0.1060792482526339,0.0269,0,192.18452069395371,WOF-4610
0.001,3798.043130941723,35,25,0.11016807219002084,0.0269,0,169.79466733618165,WOF-4610
0.001,3798.043130941723,35,30,0.1060792482526339,0.0269,0,164.72958916624606,WOF-4610
0.001,2350.0,25,25,0.11016807219002084,0.0269,0,147.0821779207986,WOF-4610
0.001,2350.0,25,30,0.1060792482526339,0.0269,0,142.69462712040627,WOF-4610
0.001,2350.0,30,25,0.11016807219002084,0.0269,0,122.5684816006655,WOF-4610
0.001,2350.0,30,30,0.1060792482526339,0.0269,0,118.9121892670052,WOF-4610
0.001,2350.0,35,25,0.11016807219002084,0.0269,0,105.05869851485616,WOF-4610
0.001,2350.0,35,30,0.1060792482526339,0.0269,0,101.92473365743304,WOF-4610
0.0006,5246.086261883446,30,25,0.07822671821227395,0.0269,0,209.85686155643174,WOF-4610
0.0006,5246.086261883446,30,30,0.0726489114900472,0.0269,0,198.72228955608358,WOF-4610
0.0006,5246.086261883446,35,25,0.07822671821227395,0.0269,0,179.87730990551293,WOF-4610
0.0006,5246.086261883446,35,30,0.0726489114900472,0.0269,0,170.33339104807166,WOF-4610
0.0006,5246.086261883446,45,25,0.07822671821227395,0.0269,0,139.90457437095452,WOF-4610
0.0006,5246.086261883446,45,30,0.0726489114900472,0.0269,0,132.4815263707224,WOF-4610
0.0006,3798.043130941723,25,25,0.07822671821227395,0.0269,0,182.31772145414303,WOF-4610
0.0006,3798.043130941723,25,30,0.0726489114900472,0.0269,0,172.64431939611842,WOF-4610
0.0006,3798.043130941723,30,25,0.07822671821227395,0.0269,0,151.93143454511917,WOF-4610
0.0006,3798.043130941723,30,30,0.0726489114900472,0.0269,0,143.870266163432,WOF-4610
0.0006,3798.043130941723,35,25,0.07822671821227395,0.0269,0,130.22694389581645,WOF-4610
0.0006,3798.043130941723,35,30,0.0726489114900472,0.0269,0,123.31737099722744,WOF-4610
0.0006,2350.0,25,25,0.07822671821227395,0.0269,0,112.80720904056794,WOF-4610
0.0006,2350.0,25,30,0.0726489114900472,0.0269,0,106.82189132493649,WOF-4610
0.0006,2350.0,30,25,0.07822671821227395,0.0269,0,94.00600753380661,WOF-4610
0.0006,2350.0,30,30,0.0726489114900472,0.0269,0,89.01824277078039,WOF-4610
0.0006,2350.0,35,25,0.07822671821227395,0.0269,0,80.57657788611996,WOF-4610
0.0006,2350.0,35,30,0.0726489114900472,0.0269,0,76.30135094638321,WOF-4610
0.0004,5246.086261883446,30,25,0.06401196278645457,0.0269,0,181.48097374995376,WOF-4610
0.0004,5246.086261883446,30,30,0.0578300991336613,0.0269,0,169.14056660316706,WOF-4610
0.0004,5246.086261883446,35,25,0.06401196278645457,0.0269,0,155.55512035710325,WOF-4610
0.0004,5246.086261883446,35,30,0.0578300991336613,0.0269,0,144.97762851700037,WOF-4610
0.0004,5246.086261883446,45,25,0.06401196278645457,0.0269,0,120.98731583330252,WOF-4610
0.0004,5246.086261883446,45,30,0.0578300991336613,0.0269,0,112.76037773544472,WOF-4610
0.0004,3798.043130941723,25,25,0.06401196278645457,0.0269,0,157.6655505851705,WOF-4610
0.0004,3798.043130941723,25,30,0.0578300991336613,0.0269,0,146.94455296740347,WOF-4610
0.0004,3798.043130941723,30,25,0.06401196278645457,0.0269,0,131.3879588209754,WOF-4610
0.0004,3798.043130941723,30,30,0.0578300991336613,0.0269,0,122.45379413950288,WOF-4610
0.0004,3798.043130941723,35,25,0.06401196278645457,0.0269,0,112.61825041797893,WOF-4610
0.0004,3798.043130941723,35,30,0.0578300991336613,0.0269,0,104.96039497671676,WOF-4610
0.0004,2350.0,25,25,0.06401196278645457,0.0269,0,97.55393267039646,WOF-4610
0.0004,2350.0,25,30,0.0578300991336613,0.0269,0,90.92042601100643,WOF-4610
0.0004,2350.0,30,25,0.06401196278645457,0.0269,0,81.29494389199705,WOF-4610
0.0004,2350.0,30,30,0.0578300991336613,0.0269,0,75.76702167583868,WOF-4610
0.0004,2350.0,35,25,0.06401196278645457,0.0269,0,69.68138047885462,WOF-4610
0.0004,2350.0,35,30,0.0578300991336613,0.0269,0,64.94316143643316,WOF-4610
