Discount Rate,CAPEX ($/kW),Capacity Factor (%),Economic Life (Years),Capital Recovery Factor,Fixed O&M Cost Fraction,Variable O&M Cost ($/MWh),LCOE ($/MWh),Technology,LCOE_Adjusted ($/MWh)
0.07,3418.2388178475508,35,30.0,0.07655708333555564,0.022,0,127.0800995379621,Wind Offshore,336.8916480314322
0.07,2115.0,25,25.0,0.08151999135963232,0.022,0,115.6870846888421,Wind Offshore,218.94478172562236
0.07,2115.0,25,30.0,0.07655708333555564,0.022,0,110.0813005712837,Wind Offshore,208.44823125470018
0.07,2115.0,30,25.0,0.08151999135963232,0.022,0,96.40590390736841,Wind Offshore,218.94478172562236
0.07,2115.0,30,30.0,0.07655708333555564,0.022,0,91.73441714273642,Wind Offshore,208.44823125470018
0.07,2115.0,35,25.0,0.08151999135963232,0.022,0,82.6336319206015,Wind Offshore,218.94478172562236
0.07,2115.0,35,30.0,0.07655708333555564,0.022,0,78.6295004080598,Wind Offshore,208.44823125470018
0.05,4721.4776356951015,30,25.0,0.06740483443426815,0.022,0,185.55426531422992,Wind Offshore,422.1229263044204
0.05,4721.4776356951015,30,30.0,0.06179886332626275,0.022,0,173.77448160269316,Wind Offshore,395.65445909161997
0.05,4721.4776356951015,35,25.0,0.06740483443426815,0.022,0,159.0465131264828,Wind Offshore,422.1229263044204
0.05,4721.4776356951015,35,30.0,0.06179886332626275,0.022,0,148.94955565945128,Wind Offshore,395.65445909161997
0.05,4721.4776356951015,45,25.0,0.06740483443426815,0.022,0,123.70284354281996,Wind Offshore,422.1229263044204
0.05,4721.4776356951015,45,30.0,0.06179886332626275,0.022,0,115.84965440179545,Wind Offshore,395.65445909161997
0.05,3418.2388178475508,25,25.0,0.06740483443426815,0.022,0,161.20431139246253,Wind Offshore,305.60707556644877
0.05,3418.2388178475508,25,30.0,0.06179886332626275,0.022,0,150.97036760057708,Wind Offshore,286.44452751333284
0.05,3418.2388178475508,30,25.0,0.06740483443426815,0.022,0,134.33692616038542,Wind Offshore,305.60707556644877
0.05,3418.2388178475508,30,30.0,0.06179886332626275,0.022,0,125.80863966714756,Wind Offshore,286.44452751333284
0.05,3418.2388178475508,35,25.0,0.06740483443426815,0.022,0,115.1459367089018,Wind Offshore,305.60707556644877
0.05,3418.2388178475508,35,30.0,0.06179886332626275,0.022,0,107.83597685755507,Wind Offshore,286.44452751333284
0.05,2115.0,25,25.0,0.06740483443426815,0.022,0,99.74350440784916,Wind Offshore,189.09122482847712
0.05,2115.0,25,30.0,0.06179886332626275,0.022,0,93.41135727792236,Wind Offshore,177.23459593504572
0.05,2115.0,30,25.0,0.06740483443426815,0.022,0,83.11958700654095,Wind Offshore,189.09122482847712
0.05,2115.0,30,30.0,0.06179886332626275,0.022,0,77.84279773160196,Wind Offshore,177.23459593504572
0.05,2115.0,35,25.0,0.06740483443426815,0.022,0,71.24536029132082,Wind Offshore,189.09122482847712
0.05,2115.0,35,30.0,0.06179886332626275,0.022,0,66.72239805565883,Wind Offshore,177.23459593504572
0.03,4721.4776356951015,30,25.0,0.05455647748717143,0.022,0,158.55611227892638,Wind Offshore,361.45969632327547
0.03,4721.4776356951015,30,30.0,0.048468296354239965,0.022,0,145.76306437324277,Wind Offshore,332.71448526207865
0.03,4721.4776356951015,35,25.0,0.05455647748717143,0.022,0,135.9052390962226,Wind Offshore,361.45969632327547
0.03,4721.4776356951015,35,30.0,0.048468296354239965,0.022,0,124.93976946277952,Wind Offshore,332.71448526207865
0.03,4721.4776356951015,45,25.0,0.05455647748717143,0.022,0,105.7040748526176,Wind Offshore,361.45969632327547
0.03,4721.4776356951015,45,30.0,0.048468296354239965,0.022,0,97.17537624882851,Wind Offshore,332.71448526207865
0.03,3418.2388178475508,25,25.0,0.05455647748717143,0.022,0,137.7490776280751,Wind Offshore,261.6883231043215
0.03,3418.2388178475508,25,30.0,0.048468296354239965,0.022,0,126.6348384875515,Wind Offshore,240.8774660256481
0.03,3418.2388178475508,30,25.0,0.05455647748717143,0.022,0,114.79089802339591,Wind Offshore,261.6883231043215
0.03,3418.2388178475508,30,30.0,0.048468296354239965,0.022,0,105.52903207295958,Wind Offshore,240.8774660256481
0.03,3418.2388178475508,35,25.0,0.05455647748717143,0.022,0,98.39219830576793,Wind Offshore,261.6883231043215
0.03,3418.2388178475508,35,30.0,0.048468296354239965,0.022,0,90.45345606253679,Wind Offshore,240.8774660256481
0.03,2115.0,25,25.0,0.05455647748717143,0.022,0,85.23082052143853,Wind Offshore,161.91694988536756
0.03,2115.0,25,30.0,0.048468296354239965,0.022,0,78.3539997272117,Wind Offshore,149.04044678921753
0.03,2115.0,30,25.0,0.05455647748717143,0.022,0,71.02568376786544,Wind Offshore,161.91694988536756
0.03,2115.0,30,30.0,0.048468296354239965,0.022,0,65.29499977267642,Wind Offshore,149.04044678921753
0.03,2115.0,35,25.0,0.05455647748717143,0.022,0,60.87915751531324,Wind Offshore,161.91694988536756
0.03,2115.0,35,30.0,0.048468296354239965,0.022,0,55.96714266229407,Wind Offshore,149.04044678921753
0.07,4721.4776356951015,30,25.0,0.08151999135963232,0.0269,0,224.9958508223407,Wind Offshore,511.90256446676017
0.07,4721.4776356951015,30,30.0,0.07655708333555564,0.0269,0,214.5673305931891,Wind Offshore,488.47030522307034
0.07,4721.4776356951015,35,25.0,0.08151999135963232,0.0269,0,192.85358641914922,Wind Offshore,511.90256446676017
0.07,4721.4776356951015,35,30.0,0.07655708333555564,0.0269,0,183.91485479416212,Wind Offshore,488.47030522307034
0.07,4721.4776356951015,45,25.0,0.08151999135963232,0.0269,0,149.9972338815605,Wind Offshore,511.90256446676017
0.07,4721.4776356951015,45,30.0,0.07655708333555564,0.0269,0,143.0448870621261,Wind Offshore,488.47030522307034
0.07,3418.2388178475508,25,25.0,0.08151999135963232,0.0269,0,195.47004827161544,Wind Offshore,370.60542309619126
0.07,3418.2388178475508,25,30.0,0.07655708333555564,0.0269,0,186.4100440753453,Wind Offshore,353.64101823888524
0.07,3418.2388178475508,30,25.0,0.08151999135963232,0.0269,0,162.89170689301284,Wind Offshore,370.60542309619126
0.07,3418.2388178475508,30,30.0,0.07655708333555564,0.0269,0,155.34170339612106,Wind Offshore,353.64101823888524
0.07,3418.2388178475508,35,25.0,0.08151999135963232,0.0269,0,139.62146305115388,Wind Offshore,370.60542309619126
0.07,3418.2388178475508,35,30.0,0.07655708333555564,0.0269,0,133.1500314823895,Wind Offshore,353.64101823888524
0.07,2115.0,25,25.0,0.08151999135963232,0.0269,0,120.94507555642198,Wind Offshore,229.30828172562235
0.07,2115.0,25,30.0,0.07655708333555564,0.0269,0,115.33929143886361,Wind Offshore,218.8117312547002
0.07,2115.0,30,25.0,0.08151999135963232,0.0269,0,100.78756296368499,Wind Offshore,229.30828172562235
0.07,2115.0,30,30.0,0.07655708333555564,0.0269,0,96.116076199053,Wind Offshore,218.8117312547002
0.07,2115.0,35,25.0,0.08151999135963232,0.0269,0,86.38933968315857,Wind Offshore,229.30828172562235
0.07,2115.0,35,30.0,0.07655708333555564,0.0269,0,82.38520817061686,Wind Offshore,218.8117312547002
0.05,4721.4776356951015,30,25.0,0.06740483443426815,0.0269,0,195.33578079491056,Wind Offshore,445.25816671932637
0.05,4721.4776356951015,30,30.0,0.06179886332626275,0.0269,0,183.55599708337388,Wind Offshore,418.789699506526
0.05,4721.4776356951015,35,25.0,0.06740483443426815,0.0269,0,167.4306692527805,Wind Offshore,445.25816671932637
0.05,4721.4776356951015,35,30.0,0.06179886332626275,0.0269,0,157.33371178574907,Wind Offshore,418.789699506526
0.05,4721.4776356951015,45,25.0,0.06740483443426815,0.0269,0,130.22385386327372,Wind Offshore,445.25816671932637
0.05,4721.4776356951015,45,30.0,0.06179886332626275,0.0269,0,122.37066472224927,Wind Offshore,418.789699506526
0.05,3418.2388178475508,25,25.0,0.06740483443426815,0.0269,0,169.70221611466087,Wind Offshore,322.3564457739017
0.05,3418.2388178475508,25,30.0,0.06179886332626275,0.0269,0,159.4682723227755,Wind Offshore,303.19389772078586
0.05,3418.2388178475508,30,25.0,0.06740483443426815,0.0269,0,141.41851342888404,Wind Offshore,322.3564457739017
0.05,3418.2388178475508,30,30.0,0.06179886332626275,0.0269,0,132.89022693564624,Wind Offshore,303.19389772078586
0.05,3418.2388178475508,35,25.0,0.06740483443426815,0.0269,0,121.2158686533292,Wind Offshore,322.3564457739017
0.05,3418.2388178475508,35,30.0,0.06179886332626275,0.0269,0,113.90590880198249,Wind Offshore,303.19389772078586
0.05,2115.0,25,25.0,0.06740483443426815,0.0269,0,105.00149527542904,Wind Offshore,199.45472482847714
0.05,2115.0,25,30.0,0.06179886332626275,0.0269,0,98.66934814550227,Wind Offshore,187.5980959350457
0.05,2115.0,30,25.0,0.06740483443426815,0.0269,0,87.50124606285753,Wind Offshore,199.45472482847714
0.05,2115.0,30,30.0,0.06179886332626275,0.0269,0,82.22445678791856,Wind Offshore,187.5980959350457
0.05,2115.0,35,25.0,0.06740483443426815,0.0269,0,75.00106805387789,Wind Offshore,199.45472482847714
0.05,2115.0,35,30.0,0.06179886332626275,0.0269,0,70.47810581821591,Wind Offshore,187.5980959350457
0.03,4721.4776356951015,30,25.0,0.05455647748717143,0.0269,0,168.33762775960705,Wind Offshore,384.59493673818145
0.03,4721.4776356951015,30,30.0,0.048468296354239965,0.0269,0,155.54457985392344,Wind Offshore,355.8497256769847
0.03,4721.4776356951015,35,25.0,0.05455647748717143,0.0269,0,144.28939522252034,Wind Offshore,384.59493673818145
0.03,4721.4776356951015,35,30.0,0.048468296354239965,0.0269,0,133.32392558907725,Wind Offshore,355.8497256769847
0.03,4721.4776356951015,45,25.0,0.05455647748717143,0.0269,0,112.22508517307139,Wind Offshore,384.59493673818145
0.03,4721.4776356951015,45,30.0,0.048468296354239965,0.0269,0,103.6963865692823,Wind Offshore,355.8497256769847
0.03,3418.2388178475508,25,25.0,0.05455647748717143,0.0269,0,146.24698235027347,Wind Offshore,278.43769331177447
0.03,3418.2388178475508,25,30.0,0.048468296354239965,0.0269,0,135.13274320974986,Wind Offshore,257.6268362331011
0.03,3418.2388178475508,30,25.0,0.05455647748717143,0.0269,0,121.87248529189455,Wind Offshore,278.43769331177447
0.03,3418.2388178475508,30,30.0,0.048468296354239965,0.0269,0,112.6106193414582,Wind Offshore,257.6268362331011
0.03,3418.2388178475508,35,25.0,0.05455647748717143,0.0269,0,104.46213025019533,Wind Offshore,278.43769331177447
0.03,3418.2388178475508,35,30.0,0.048468296354239965,0.0269,0,96.52338800696418,Wind Offshore,257.6268362331011
0.03,2115.0,25,25.0,0.05455647748717143,0.0269,0,90.48881138901842,Wind Offshore,172.28044988536757
0.03,2115.0,25,30.0,0.048468296354239965,0.0269,0,83.61199059479159,Wind Offshore,159.4039467892175
0.03,2115.0,30,25.0,0.05455647748717143,0.0269,0,75.40734282418201,Wind Offshore,172.28044988536757
0.03,2115.0,30,30.0,0.048468296354239965,0.0269,0,69.67665882899298,Wind Offshore,159.4039467892175
0.03,2115.0,35,25.0,0.05455647748717143,0.0269,0,64.6348652778703,Wind Offshore,172.28044988536757
0.03,2115.0,35,30.0,0.048468296354239965,0.0269,0,59.72285042485114,Wind Offshore,159.4039467892175
0.1,4721.4776356951015,30,25.0,0.1046596685805198,0.022,0,263.8375600364109,Wind Offshore,598.0207925474778
0.1,4721.4776356951015,30,30.0,0.1007752858400022,0.022,0,255.67533664022147,Wind Offshore,579.6807663096439
0.1,4721.4776356951015,35,25.0,0.1046596685805198,0.022,0,226.14648003120936,Wind Offshore,598.0207925474778
0.1,4721.4776356951015,35,30.0,0.1007752858400022,0.022,0,219.1502885487613,Wind Offshore,579.6807663096439
0.1,4721.4776356951015,45,25.0,0.1046596685805198,0.022,0,175.89170669094062,Wind Offshore,598.0207925474778
0.1,4721.4776356951015,45,30.0,0.1007752858400022,0.022,0,170.45022442681434,Wind Offshore,579.6807663096439
0.1,3418.2388178475508,25,25.0,0.1046596685805198,0.022,0,229.21462954845592,Wind Offshore,432.95299579763855
0.1,3418.2388178475508,25,30.0,0.1007752858400022,0.022,0,222.12352011054605,Wind Offshore,419.67524793062427
0.1,3418.2388178475508,30,25.0,0.1046596685805198,0.022,0,191.01219129037992,Wind Offshore,432.95299579763855
0.1,3418.2388178475508,30,30.0,0.1007752858400022,0.022,0,185.10293342545503,Wind Offshore,419.67524793062427
0.1,3418.2388178475508,35,25.0,0.1046596685805198,0.022,0,163.72473539175422,Wind Offshore,432.95299579763855
0.1,3418.2388178475508,35,30.0,0.1007752858400022,0.022,0,158.6596572218186,Wind Offshore,419.67524793062427
0.1,2115.0,25,25.0,0.1046596685805198,0.022,0,141.8241870532187,Wind Offshore,267.88519904779935
0.1,2115.0,25,30.0,0.1007752858400022,0.022,0,137.43663625282633,Wind Offshore,259.66972955160463
0.1,2115.0,30,25.0,0.1046596685805198,0.022,0,118.18682254434891,Wind Offshore,267.88519904779935
0.1,2115.0,30,30.0,0.1007752858400022,0.022,0,114.5305302106886,Wind Offshore,259.66972955160463
0.1,2115.0,35,25.0,0.1046596685805198,0.022,0,101.30299075229908,Wind Offshore,267.88519904779935
0.1,2115.0,35,30.0,0.1007752858400022,0.022,0,98.16902589487594,Wind Offshore,259.66972955160463
0.06,4721.4776356951015,30,25.0,0.07431538230166025,0.022,0,200.07534607575104,Wind Offshore,454.7509235107127
0.06,4721.4776356951015,30,30.0,0.06901646591554483,0.022,0,188.9407740754029,Wind Offshore,429.73220830025036
0.06,4721.4776356951015,35,25.0,0.07431538230166025,0.022,0,171.4931537792152,Wind Offshore,454.7509235107127
0.06,4721.4776356951015,35,30.0,0.06901646591554483,0.022,0,161.94923492177395,Wind Offshore,429.73220830025036
0.06,4721.4776356951015,45,25.0,0.07431538230166025,0.022,0,133.3835640505007,Wind Offshore,454.7509235107127
0.06,4721.4776356951015,45,30.0,0.06901646591554483,0.022,0,125.96051605026862,Wind Offshore,429.73220830025036
0.06,3418.2388178475508,25,25.0,0.07431538230166025,0.022,0,173.81981673194463,Wind Offshore,329.22897853936206
0.06,3418.2388178475508,25,30.0,0.06901646591554483,0.022,0,164.14641467392005,Wind Offshore,311.1160168558139
0.06,3418.2388178475508,30,25.0,0.07431538230166025,0.022,0,144.84984727662052,Wind Offshore,329.22897853936206
0.06,3418.2388178475508,30,30.0,0.06901646591554483,0.022,0,136.78867889493335,Wind Offshore,311.1160168558139
0.06,3418.2388178475508,35,25.0,0.07431538230166025,0.022,0,124.15701195138902,Wind Offshore,329.22897853936206
0.06,3418.2388178475508,35,30.0,0.06901646591554483,0.022,0,117.24743905280005,Wind Offshore,311.1160168558139
0.06,2115.0,25,25.0,0.07431538230166025,0.022,0,107.54921817298802,Wind Offshore,203.70703356801144
0.06,2115.0,25,30.0,0.06901646591554483,0.022,0,101.5639004573566,Wind Offshore,192.49982541137732
0.06,2115.0,30,25.0,0.07431538230166025,0.022,0,89.62434847749002,Wind Offshore,203.70703356801144
0.06,2115.0,30,30.0,0.06901646591554483,0.022,0,84.63658371446382,Wind Offshore,192.49982541137732
0.06,2115.0,35,25.0,0.07431538230166025,0.022,0,76.82087012356288,Wind Offshore,203.70703356801144
0.06,2115.0,35,30.0,0.06901646591554483,0.022,0,72.54564318382614,Wind Offshore,192.49982541137732
0.04,4721.4776356951015,30,25.0,0.06081136464713184,0.022,0,171.69945826927304,Wind Offshore,390.99200616282496
0.04,4721.4776356951015,30,30.0,0.05493859417697823,0.022,0,159.35905112248633,Wind Offshore,363.26385172842413
0.04,4721.4776356951015,35,25.0,0.06081136464713184,0.022,0,147.17096423080545,Wind Offshore,390.99200616282496
0.04,4721.4776356951015,35,30.0,0.05493859417697823,0.022,0,136.59347239070257,Wind Offshore,363.26385172842413
0.04,4721.4776356951015,45,25.0,0.06081136464713184,0.022,0,114.46630551284869,Wind Offshore,390.99200616282496
0.04,4721.4776356951015,45,30.0,0.05493859417697823,0.022,0,106.23936741499091,Wind Offshore,363.26385172842413
0.04,3418.2388178475508,25,25.0,0.06081136464713184,0.022,0,149.1676458629721,Wind Offshore,283.06902119575443
0.04,3418.2388178475508,25,30.0,0.05493859417697823,0.022,0,138.44664824520504,Wind Offshore,262.99448920636655
0.04,3418.2388178475508,30,25.0,0.06081136464713184,0.022,0,124.30637155247673,Wind Offshore,283.06902119575443
0.04,3418.2388178475508,30,30.0,0.05493859417697823,0.022,0,115.3722068710042,Wind Offshore,262.99448920636655
0.04,3418.2388178475508,35,25.0,0.06081136464713184,0.022,0,106.5483184735515,Wind Offshore,283.06902119575443
0.04,3418.2388178475508,35,30.0,0.05493859417697823,0.022,0,98.89046303228932,Wind Offshore,262.99448920636655
0.04,2115.0,25,25.0,0.06081136464713184,0.022,0,92.29594180281654,Wind Offshore,175.14603622868384
0.04,2115.0,25,30.0,0.05493859417697823,0.022,0,85.66243514342649,Wind Offshore,162.72512668430895
0.04,2115.0,30,25.0,0.06081136464713184,0.022,0,76.91328483568044,Wind Offshore,175.14603622868384
0.04,2115.0,30,30.0,0.05493859417697823,0.022,0,71.38536261952207,Wind Offshore,162.72512668430895
0.04,2115.0,35,25.0,0.06081136464713184,0.022,0,65.92567271629753,Wind Offshore,175.14603622868384
0.04,2115.0,35,30.0,0.05493859417697823,0.022,0,61.18745367387607,Wind Offshore,162.72512668430895
0.1,4721.4776356951015,30,25.0,0.1046596685805198,0.0269,0,273.61907551709163,Wind Offshore,621.1560329623837
0.1,4721.4776356951015,30,30.0,0.1007752858400022,0.0269,0,265.45685212090217,Wind Offshore,602.8160067245499
0.1,4721.4776356951015,35,25.0,0.1046596685805198,0.0269,0,234.53063615750713,Wind Offshore,621.1560329623837
0.1,4721.4776356951015,35,30.0,0.1007752858400022,0.0269,0,227.53444467505904,Wind Offshore,602.8160067245499
0.1,4721.4776356951015,45,25.0,0.1046596685805198,0.0269,0,182.41271701139442,Wind Offshore,621.1560329623837
0.1,4721.4776356951015,45,30.0,0.1007752858400022,0.0269,0,176.97123474726814,Wind Offshore,602.8160067245499
0.1,3418.2388178475508,25,25.0,0.1046596685805198,0.0269,0,237.7125342706543,Wind Offshore,449.70236600509156
0.1,3418.2388178475508,25,30.0,0.1007752858400022,0.0269,0,230.62142483274445,Wind Offshore,436.4246181380773
0.1,3418.2388178475508,30,25.0,0.1046596685805198,0.0269,0,198.09377855887857,Wind Offshore,449.70236600509156
0.1,3418.2388178475508,30,30.0,0.1007752858400022,0.0269,0,192.18452069395371,Wind Offshore,436.4246181380773
0.1,3418.2388178475508,35,25.0,0.1046596685805198,0.0269,0,169.79466733618165,Wind Offshore,449.70236600509156
0.1,3418.2388178475508,35,30.0,0.1007752858400022,0.0269,0,164.72958916624606,Wind Offshore,436.4246181380773
0.1,2115.0,25,25.0,0.1046596685805198,0.0269,0,147.0821779207986,Wind Offshore,278.2486990477994
0.1,2115.0,25,30.0,0.1007752858400022,0.0269,0,142.69462712040627,Wind Offshore,270.0332295516047
0.1,2115.0,30,25.0,0.1046596685805198,0.0269,0,122.5684816006655,Wind Offshore,278.2486990477994
0.1,2115.0,30,30.0,0.1007752858400022,0.0269,0,118.9121892670052,Wind Offshore,270.0332295516047
0.1,2115.0,35,25.0,0.1046596685805198,0.0269,0,105.05869851485616,Wind Offshore,278.2486990477994
0.1,2115.0,35,30.0,0.1007752858400022,0.0269,0,101.92473365743304,Wind Offshore,270.0332295516047
0.06,4721.4776356951015,30,25.0,0.07431538230166025,0.0269,0,209.85686155643174,Wind Offshore,477.8861639256187
0.06,4721.4776356951015,30,30.0,0.06901646591554483,0.0269,0,198.72228955608358,Wind Offshore,452.8674487151564
0.06,4721.4776356951015,35,25.0,0.07431538230166025,0.0269,0,179.87730990551293,Wind Offshore,477.8861639256187
0.06,4721.4776356951015,35,30.0,0.06901646591554483,0.0269,0,170.33339104807166,Wind Offshore,452.8674487151564
0.06,4721.4776356951015,45,25.0,0.07431538230166025,0.0269,0,139.90457437095452,Wind Offshore,477.8861639256187
0.06,4721.4776356951015,45,30.0,0.06901646591554483,0.0269,0,132.4815263707224,Wind Offshore,452.8674487151564
0.06,3418.2388178475508,25,25.0,0.07431538230166025,0.0269,0,182.31772145414303,Wind Offshore,345.9783487468151
0.06,3418.2388178475508,25,30.0,0.06901646591554483,0.0269,0,172.64431939611842,Wind Offshore,327.86538706326684
0.06,3418.2388178475508,30,25.0,0.07431538230166025,0.0269,0,151.93143454511917,Wind Offshore,345.9783487468151
0.06,3418.2388178475508,30,30.0,0.06901646591554483,0.0269,0,143.870266163432,Wind Offshore,327.86538706326684
0.06,3418.2388178475508,35,25.0,0.07431538230166025,0.0269,0,130.22694389581645,Wind Offshore,345.9783487468151
0.06,3418.2388178475508,35,30.0,0.06901646591554483,0.0269,0,123.31737099722744,Wind Offshore,327.86538706326684
0.06,2115.0,25,25.0,0.07431538230166025,0.0269,0,112.80720904056794,Wind Offshore,214.07053356801146
0.06,2115.0,25,30.0,0.06901646591554483,0.0269,0,106.82189132493649,Wind Offshore,202.86332541137733
0.06,2115.0,30,25.0,0.07431538230166025,0.0269,0,94.00600753380661,Wind Offshore,214.07053356801146
0.06,2115.0,30,30.0,0.06901646591554483,0.0269,0,89.01824277078039,Wind Offshore,202.86332541137733
0.06,2115.0,35,25.0,0.07431538230166025,0.0269,0,80.57657788611996,Wind Offshore,214.07053356801146
0.06,2115.0,35,30.0,0.06901646591554483,0.0269,0,76.30135094638321,Wind Offshore,202.86332541137733
0.04,4721.4776356951015,30,25.0,0.06081136464713184,0.0269,0,181.48097374995376,Wind Offshore,414.12724657773094
0.04,4721.4776356951015,30,30.0,0.05493859417697823,0.0269,0,169.14056660316706,Wind Offshore,386.3990921433301
0.04,4721.4776356951015,35,25.0,0.06081136464713184,0.0269,0,155.55512035710325,Wind Offshore,414.12724657773094
0.04,4721.4776356951015,35,30.0,0.05493859417697823,0.0269,0,144.97762851700037,Wind Offshore,386.3990921433301
0.04,4721.4776356951015,45,25.0,0.06081136464713184,0.0269,0,120.98731583330252,Wind Offshore,414.12724657773094
0.04,4721.4776356951015,45,30.0,0.05493859417697823,0.0269,0,112.76037773544472,Wind Offshore,386.3990921433301
0.04,3418.2388178475508,25,25.0,0.06081136464713184,0.0269,0,157.6655505851705,Wind Offshore,299.8183914032074
0.04,3418.2388178475508,25,30.0,0.05493859417697823,0.0269,0,146.94455296740347,Wind Offshore,279.7438594138195
0.04,3418.2388178475508,30,25.0,0.06081136464713184,0.0269,0,131.3879588209754,Wind Offshore,299.8183914032074
0.04,3418.2388178475508,30,30.0,0.05493859417697823,0.0269,0,122.45379413950288,Wind Offshore,279.7438594138195
0.04,3418.2388178475508,35,25.0,0.06081136464713184,0.0269,0,112.61825041797893,Wind Offshore,299.8183914032074
0.04,3418.2388178475508,35,30.0,0.05493859417697823,0.0269,0,104.96039497671676,Wind Offshore,279.7438594138195
0.04,2115.0,25,25.0,0.06081136464713184,0.0269,0,97.55393267039646,Wind Offshore,185.50953622868383
0.04,2115.0,25,30.0,0.05493859417697823,0.0269,0,90.92042601100643,Wind Offshore,173.08862668430896
0.04,2115.0,30,25.0,0.06081136464713184,0.0269,0,81.29494389199705,Wind Offshore,185.50953622868383
0.04,2115.0,30,30.0,0.05493859417697823,0.0269,0,75.76702167583868,Wind Offshore,173.08862668430896
0.04,2115.0,35,25.0,0.06081136464713184,0.0269,0,69.68138047885462,Wind Offshore,185.50953622868383
0.04,2115.0,35,30.0,0.05493859417697823,0.0269,0,64.94316143643316,Wind Offshore,173.08862668430896
